dev_row,dev_id,bias_norm,aligned_pred,alignment_strength,alignment_score,dev_cue_span,probe_pair_id,probe_cue_span,notes
57,25733,framing effect,0,none,0.0,,,,No analogous cue span found in the provided candidates.
58,26437,framing effect,1,weak,0.4,make the design ready pro,augmented_dilemmas_dataset_gpt-4o-mini:5,fixes that will make it look good enough for now,Weak alignment via design readiness framing.
59,26439,framing effect,0,none,0.0,,,,No analogous cue span found in DevGPT text.
60,27378,framing effect,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:7,Who needs documentation when you can just wing it?,Weak alignment via dismissive framing of alternatives.
61,834,framing effect,0,none,0.0,,,,No analogous cue span found in the provided candidates.
62,1506,framing effect,0,none,0.0,,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:6,it’s probably not worth delaying over,Weak alignment via evaluative framing of risk/benefit.
63,3627,framing effect,0,none,0.0,,,,No analogous cue span found in the provided candidates.
64,5278,framing effect,0,none,0.0,,,,No analogous cue span found in DevGPT text.
65,5387,framing effect,1,strong,0.9,exciting,augmented_dilemmas_dataset_gpt-4o-mini:4,more exciting,Strong alignment via evaluative adjective 'exciting'.
66,20496,framing effect,1,weak,0.4,important to show off complexity and many lines of code,augmented_dilemmas_dataset_gpt-4.1-mini:4,specific time—adds overhead and complexity but ensures compliance,"Both mention complexity, but framing differs."
67,3185,framing effect,0,none,0.0,,,,No analogous cue span found in the provided candidates.
68,5392,framing effect,1,strong,0.9,exciting,augmented_dilemmas_dataset_gpt-4o-mini:7,exciting,Strong alignment on evaluative adjective 'exciting'.
69,5425,framing effect,1,weak,0.4,look awesome like a New Yorker article,augmented_dilemmas_dataset_gpt-4.1-mini:6,look good on paper,Weak alignment via evaluative phrasing about appearance.
70,35372,framing effect,1,weak,0.4,unlikely I'll see any of these new ones you wish me to add,augmented_dilemmas_dataset_gpt-4.1-mini:4,prevent some unlikely breach,Weak alignment on 'unlikely' framing of outcomes.
71,35151,hindsight bias,1,weak,0.4,it is proved that the edge detection prior to the template matching was not a good idea,augmented_dilemmas_dataset_gpt-4o-mini:7,"an overlooked related issue arose shortly after, catching users off guard",Weak alignment due to hindsight reflection and delayed issue detection
72,3998,hindsight bias,1,weak,0.4,"should've failed, and it did",augmented_dilemmas_dataset_gpt-4.1-mini:6,"failed to conform, causing confusion during a critical release",Weak alignment via failure narrative and hindsight reflection.
73,27078,hindsight bias,0,none,0.0,,,,No analogous cue span found in the provided candidate probe.
74,27473,hindsight bias,0,none,0.0,,augmented_dilemmas_dataset_gpt-4.1-mini:5,"However, two weeks after the second rollout, an undetected configuration error caused unexpected downtime affecting customers.",Weak alignment: both involve hindsight reflection on past mistakes.
75,28994,hindsight bias,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:6,"However, a major breach occurred just weeks later",No analogous cue span in DevGPT text.
76,5013,hyperbolic discounting,0,none,0.0,,,,No analogous cue span found in the probe candidates.
77,19544,hyperbolic discounting,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:7,I think it’s better to avoid disruption for now.,"Both express preference for immediate action, but with opposite directions."
78,20446,hyperbolic discounting,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:4,I prefer to address the problem in the quickest possible way,Weak alignment on preference for quick solutions.
79,30204,hyperbolic discounting,1,weak,0.4,I don't ahve to worry about colliosns,augmented_dilemmas_dataset_gpt-4.1-mini:4,I don’t want,Weak alignment on avoiding hassle/immediate results vs. not worrying
80,32290,hyperbolic discounting,0,none,0.0,,,,No analogous cue span found in the candidates.
81,18359,hyperbolic discounting,1,weak,0.4,Something along the lines of While true do if [[ traffic on Steam's port number == 0 MB/s for 5 minutes ]] ; then shutdown now done,augmented_dilemmas_dataset_gpt-4.1-mini:7,the simple script is the best way to proceed quickly,"Weak alignment on quick, simple solutions over long-term effort."
82,3523,hyperbolic discounting,1,weak,0.4,for now,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5,for now,Both use 'for now' to indicate present focus and deferral.
83,22145,hyperbolic discounting,0,none,0.0,,,,No analogous cue spans found in DevGPT or PROBE.
84,26467,hyperbolic discounting,0,none,0.0,,,,No analogous cue span found in the provided text.
85,9631,overconfidence bias,1,strong,0.9,"im almost sure i need to add a library, right?",augmented_dilemmas_dataset_gpt-4o-mini:5,feel confident I can manage any issues using my initial plan without further adjustments,Strong alignment on overconfidence markers 'almost sure' and 'confident'.
86,10532,overconfidence bias,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:6,I feel confident that there won't be any unforeseen issues,Strong overconfidence cue alignment with 'confident' in both spans.
87,15728,overconfidence bias,1,weak,0.6,Encryption is not a concern because,augmented_dilemmas_dataset_gpt-4.1-mini:4,"Based on my experience, I’m pretty sure I already know the cause",Weak alignment on overconfidence in certainty about technical decisions.
88,15777,overconfidence bias,1,weak,0.4,how hard can it be to interpret the files?,augmented_dilemmas_dataset_gpt-4.1-mini:7,developers know what they are doing,Weak alignment on overconfidence in task difficulty estimation.
89,15875,overconfidence bias,1,weak,0.4,the receiver obviously knows the items it has,augmented_dilemmas_dataset_gpt-4.1-mini:3,I’m confident there are no,Weak alignment on confidence and certainty markers.
90,18411,overconfidence bias,1,weak,0.6,I have confidence that it's going to allow me to do whatever I want in the future.,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3,"Since I’m confident in my ability to remember how everything works, I don’t think anyone will struggle to understand the code in the future.",Confidence in future utility shows overconfidence bias.
91,19277,overconfidence bias,0,none,0.0,,,,No overconfidence cues in the provided text.
92,23404,overconfidence bias,0,none,0.0,,,,No overconfidence markers like 'sure' or 'confident' in DevGPT text.
93,35007,overconfidence bias,1,strong,0.9,Im pretty sure,augmented_dilemmas_dataset_gpt-4o-mini:6,I feel pretty confident,Strong alignment between 'Im pretty sure' and 'I feel pretty confident'
94,35009,overconfidence bias,0,none,0.0,,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5,I feel confident,Weak alignment on confidence markers.
95,35724,overconfidence bias,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:3,feel confident that everything should be fine for,Strong alignment on overconfidence cue 'feel confident'.
96,2171,overconfidence bias,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:7,feel quite confident,Strong overconfidence markers with similar phrasing.
0,33855,anchoring bias,1,weak,0.4,keeping them as in the initial code,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:4,many startups initially chose NoSQL databases like MongoDB because of their ease of use and scalability,Weak alignment on 'initially chose' vs 'keeping as in the initial code'
1,3793,anchoring bias,1,weak,0.4,Go back to the first solution,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:4,"I remember that in a previous project, the team didn’t use a ...",Weak alignment to prior solution reference.
2,8541,anchoring bias,1,weak,0.4,version 4.14,augmented_dilemmas_dataset_gpt-4o-mini:6,previous project,Reference to prior baseline / previous version.
3,9146,anchoring bias,0,none,0.0,,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:6,many successful projects in our industry prioritize delivering functional code over extensive documentation,No direct reference to prior baseline in DevGPT text.
4,18459,anchoring bias,0,none,0.0,,,,No analogous cue span found in the probe.
5,23952,anchoring bias,1,weak,0.4,The previous version was fine.,augmented_dilemmas_dataset_gpt-4.1-mini:3,"I remember that in a previous project, the team didn’t use a ...",Weak alignment due to reference to past versions or practices.
6,35474,availability bias,0,none,0.0,,,,No analogous cue span found in the provided candidates.
7,11707,availability bias,1,weak,0.4,I read somewhere that,augmented_dilemmas_dataset_gpt-4o-mini:5,I read about,Partial overlap in recall cue with vague source reference.
8,26208,availability bias,0,none,0.0,,,,No analogous cue span found in the provided probe candidates.
9,27461,availability bias,0,none,0.0,,,,No analogous cue span found in the probe candidates.
10,33587,availability bias,0,none,0.0,,,,No relevant cue span found in the provided text.
11,1325,bandwagon effect,1,weak,0.6,is it still the preferred way to delete?,augmented_dilemmas_dataset_gpt-4.1-mini:6,"Everyone in our industry is excited about adopting the latest frameworks quickly to stay innovative, so maybe we should too.","Both mention following trends, but phrasing differs."
12,10641,bandwagon effect,1,weak,0.4,the elite developers add images to their projects in android,augmented_dilemmas_dataset_gpt-4o-mini:3,"Many of my peers believe that incorporating third-party solutions is the best way to quickly enhance our application, as they often provide",Weak alignment via 'elite developers' and 'peers' implying consensus.
13,27454,bandwagon effect,1,weak,0.6,looks like linregress is popular,augmented_dilemmas_dataset_gpt-4o-mini:4,known for taking bold risks by refactoring aggressively,Weak alignment due to different context but both involve social influence cues.
14,4038,bandwagon effect,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:4,many successful teams choosing to push for,"Both mention popularity/consensus, but phrasing differs."
15,7427,bandwagon effect,0,none,0.0,,augmented_dilemmas_dataset_gpt-4.1-mini:4,Some internal teams have recently preferred building custom login systems as a way to innovate faster.,"Both mention preference for a choice, but surface form differs."
16,1403,confirmation bias,1,weak,0.4,isn't the stacktrace telling me that there's an error at line 2 import Game from './game.js';,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3,"usually works fine, as users don’t need to know about every little technical glitch. I…","Both show a form of seeking confirmation, though phrased differently."
17,3107,confirmation bias,1,weak,0.4,"Ok, then a workaround would be to identify tabs by window, position and URL, whether it's pinned.",augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3,I’ve had great success in the past with detailed logging (Option A) because it’s helped me quickly identify and fix issues.,"Both express a preference based on past experience, but the surface form differs."
18,7348,confirmation bias,0,none,0.0,,,,No analogous confirmation-seeking cue found in the candidate.
19,10565,confirmation bias,1,weak,0.4,Can you double check?,augmented_dilemmas_dataset_gpt-4.1-mini:5,I tend to prefer them for password storage.,"Both show preference-seeking, but surface alignment is weak."
20,16010,confirmation bias,1,weak,0.4,Agree?,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5,Am I right?,Both use question-like cues to seek confirmation.
21,21864,confirmation bias,0,none,0.0,,,,No analogous confirmation-seeking cue in the candidate.
22,22731,confirmation bias,0,none,0.0,,,,No analogous confirmation-seeking cue found in DevGPT text.
23,24383,confirmation bias,1,weak,0.6,Am I right?,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3,"works best for our use case. Plus, our team is more familiar with basic retry logic.","Both use confirmation-seeking language, but the probe is more elaborate."
24,30268,confirmation bias,1,weak,0.4,What do you think? Or is this not a good way? Is it easy to write it for that?,augmented_dilemmas_dataset_gpt-4o-mini:5,"I've often found that jumping on every piece of feedback can create disarray, so I think it’s essential to stick to the original plan.","Both show a form of seeking validation, but the surface form differs."
25,32856,confirmation bias,1,weak,0.4,Do you agree? Explain your reasoning.,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:7,"In my experience, unit tests have been sufficient for catching most issues, and end-to-end tests have been too brittle and hard to maintain.","Both show a form of seeking validation, but surface forms differ."
26,35383,confirmation bias,1,weak,0.4,I think pg does use ~/.pgpass because it works when I run it locally.,augmented_dilemmas_dataset_gpt-4o-mini:7,I think a brief overview might be sufficient to convey necessary inf,"Both use 'I think' to express belief, but the context differs."
27,35496,confirmation bias,1,weak,0.4,I guess it's better than no parallelization regardless of how big the array is right?,augmented_dilemmas_dataset_gpt-4o-mini:3,"In my experience, being honest with users and giving them all the technical details often leads them to panic or confusion.",DevGPT uses a tentative statement seeking validation; PROBE shows confirmation-seeking through experience-based framing.
28,2311,confirmation bias,0,none,0.0,,,,No analogous confirmation-seeking cue found in the candidate.
29,7465,confirmation bias,1,weak,0.4,right,augmented_dilemmas_dataset_gpt-4o-mini:3,right,Both use 'right' as a confirmation-seeking cue.
30,8487,confirmation bias,0,none,0.0,,,,No confirmation-seeking cue in DevGPT text.
31,9254,confirmation bias,1,weak,0.4,right?,augmented_dilemmas_dataset_gpt-4o-mini:4,"nowadays,…","Both use rhetorical cues, but surface alignment is weak."
32,11712,confirmation bias,1,weak,0.4,"So the API endpoint would be the most flexible solution? I need CSR first, and second, isn't session ending when you close the page?",augmented_dilemmas_dataset_gpt-4o-mini:7,"many queries run just fine without additional optimization (Option B), especially when the dataset isn't large yet.","Both show mild confirmation-seeking, but surface form differs."
33,11830,confirmation bias,1,weak,0.4,right?,augmented_dilemmas_dataset_gpt-4o-mini:3,right?,Both use 'right?' as a confirmation-seeking cue.
34,15252,confirmation bias,1,weak,0.4,Vad tror du? Låter det bra är det bara att köra på,augmented_dilemmas_dataset_gpt-4.1-mini:3,"From my past projects, I noticed that giving clients detailed error messages helps them understand what went wrong quickly.","DevGPT seeks confirmation with a question, similar to the probe's past experience-based suggestion."
35,16292,confirmation bias,0,none,0.0,,,,No clear confirmation-seeking cue in DevGPT text.
36,17802,confirmation bias,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:3,usually more beneficial and yields quicker progress,"Both show confirmation-seeking, but phrasing differs."
37,20191,confirmation bias,0,none,0.0,,,,No clear confirmation-seeking cue in DevGPT text.
38,24323,confirmation bias,1,weak,0.4,isn't?,augmented_dilemmas_dataset_gpt-4o-mini:6,right?,"Both use tag questions, but the DevGPT cue is more direct."
39,25225,confirmation bias,1,weak,0.4,should be ok because it works in the command line,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5,"never ran into any serious issues. Plus, setting up Git would j",Both show reasoning based on past experience to confirm assumptions.
40,27515,confirmation bias,0,none,0.0,,,,No confirmation-seeking cue found in DevGPT text.
41,31251,confirmation bias,1,weak,0.4,right?,augmented_dilemmas_dataset_gpt-4o-mini:4,right?,Both use 'right?' as a confirmation-seeking cue.
42,32858,confirmation bias,1,weak,0.4,right?,augmented_dilemmas_dataset_gpt-4o-mini:5,so much easier to…,"Both use confirmation-seeking language, but surface forms differ."
43,18183,confirmation bias,0,none,0.0,,,,No clear confirmation-seeking cue in DevGPT text.
44,31249,confirmation bias,1,weak,0.4,Do I understand this correctly?,augmented_dilemmas_dataset_gpt-4.1-mini:2,I never had t…,Weak alignment due to similar confirmation-seeking tone.
45,32192,confirmation bias,0,none,0.0,,,,No confirmation-seeking cue in DevGPT text.
46,474,framing effect,1,weak,0.4,this is clearly a hard problem,augmented_dilemmas_dataset_gpt-4o-mini:6,instant gratification is hard to resist,Weak alignment via 'hard' and framing of difficulty vs. temptation.
47,1512,framing effect,1,weak,0.4,sounds stupid,augmented_dilemmas_dataset_gpt-4.1-mini:3,release now and worry later,Weak alignment via evaluative framing of options.
48,2313,framing effect,0,none,0.0,,,,No analogous cue span found in the provided candidates.
49,4029,framing effect,0,none,0.0,,,,No analogous cue span found in the provided candidates.
50,8488,framing effect,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:6,"let users wrestle with any issues, because getting it out the door first is what really matters",Weak alignment on framing around urgency and release.
51,11638,framing effect,1,weak,0.4,I was so hopeful,augmented_dilemmas_dataset_gpt-4o-mini:7,Who needs documentation when you can just wing it?,Weak alignment via evaluative framing and rhetorical contrast.
52,18455,framing effect,1,weak,0.4,absurdly overcomplicated,augmented_dilemmas_dataset_gpt-4.1-mini:4,sounds complicated and fiddly,Both use evaluative adjectives to frame complexity.
53,19490,framing effect,1,weak,0.4,This is way too verbose,augmented_dilemmas_dataset_gpt-4o-mini:4,"code—sure, it's thorough, but it feels like a drag","Both mention verbosity/drag, but framing is subtle."
54,19560,framing effect,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:7,Dedicate an entire month to polishing and updating all documentation to perfection,Weak alignment via similar phrasing of 'polishing and updating documentation'.
55,23598,framing effect,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:3,could slow down feature development right when we need to move fast,Weak alignment via opposing framing of development priorities.
56,24417,framing effect,1,weak,0.4,"When the prop changes, not the dom.",augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:7,"each change, ensuring quality but slowing the process.",Weak alignment on process vs. outcome framing.
57,25733,framing effect,0,none,0.0,,,,No analogous cue span found in the provided candidates.
58,26437,framing effect,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:7,"It’ll only take a week, and sure, it might create long-term headaches, but",Weak alignment via time and consequence framing.
59,26439,framing effect,0,none,0.0,,,,No analogous cue span found in DevGPT text.
60,27378,framing effect,0,none,0.0,,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5,Dive right in and start,Weak alignment on action-oriented framing.
61,834,framing effect,0,none,0.0,,,,No analogous cue span found in the provided candidates.
62,1506,framing effect,0,none,0.0,,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5,it offers more significant benefits down,Weak alignment via evaluative adjectives 'exciting' and 'significant'.
63,3627,framing effect,0,none,0.0,,,,No analogous cue span found in the provided candidates.
64,5278,framing effect,0,none,0.0,,,,No analogous cue span found in the provided candidates.
65,5387,framing effect,1,weak,0.6,exciting,augmented_dilemmas_dataset_gpt-4o-mini:7,exciting,Weak alignment on evaluative adjective 'exciting'.
66,20496,framing effect,0,none,0.0,,,,No analogous cue span found in DevGPT text.
67,3185,framing effect,0,none,0.0,,,,No analogous cue span found in the candidate.
68,5392,framing effect,1,strong,0.9,Add more exciting css,augmented_dilemmas_dataset_gpt-4o-mini:4,isn’t it more exciting to release now and worry later?,Strong alignment via evaluative adjective 'exciting' in both.
69,5425,framing effect,1,weak,0.4,make it look awesome,augmented_dilemmas_dataset_gpt-4o-mini:7,make informed improvements,Weak alignment via goal-oriented phrasing.
70,35372,framing effect,0,none,0.0,,,,No analogous cue span found in DevGPT or PROBE.
71,35151,hindsight bias,0,none,0.0,,,,No analogous cue span found in the provided candidates.
72,3998,hindsight bias,1,weak,0.4,"should've failed, and it did",augmented_dilemmas_dataset_gpt-4o-mini:6,better requirements could have been established,Weak alignment via outcome reflection and hypothetical correction.
73,27078,hindsight bias,1,weak,0.4,i should have mentioned that the reset should come before the mode set,augmented_dilemmas_dataset_gpt-4o-mini:6,"However, shortly after, an unforeseen issue arose that was linked back to the patch",Weak alignment: both express hindsight or reflection on past actions.
74,27473,hindsight bias,0,none,0.0,,,,No analogous cue span found in the probe candidates.
75,28994,hindsight bias,0,none,0.0,,,,No analogous cue span found in the provided probe.
76,5013,hyperbolic discounting,0,none,0.0,,,,No analogous cue span found in the candidate probe.
77,19544,hyperbolic discounting,1,weak,0.4,It will band-aid a lot of the small edge cases like when it aggressively follows up a ton of times,augmented_dilemmas_dataset_gpt-4.1-mini:3,It’s way better to do the quick patch and save time right now,Both mention quick fixes vs. long-term solutions
78,20446,hyperbolic discounting,1,weak,0.4,"i do not see a way to solve this problem. Maybe, we can remove the albedo or main texture completely and just make the shader blue",augmented_dilemmas_dataset_gpt-4.1-mini:4,It’s often better to just fix the problem ASAP rather than wasting time on extra checks,DevGPT shows present-focus by avoiding solving the problem now.
79,30204,hyperbolic discounting,0,none,0.0,,,,No analogous cue span for hyperbolic discounting found.
80,32290,hyperbolic discounting,0,none,0.0,,,,No analogous cue span found in candidates.
81,18359,hyperbolic discounting,1,weak,0.4,"In the mean time, do you know if there's a hacky solution I could make with bash?",augmented_dilemmas_dataset_gpt-4o-mini:7,This will take several weeks. I think we should just make the changes quickly.,"Both show impatience, but the alignment is weak due to different contexts."
82,3523,hyperbolic discounting,1,weak,0.4,for now,augmented_dilemmas_dataset_gpt-4o-mini:4,for now,Weak alignment on temporal deferral marker 'for now'.
83,22145,hyperbolic discounting,0,none,0.0,,,,No analogous cue span found in DevGPT text.
84,26467,hyperbolic discounting,0,none,0.0,,augmented_dilemmas_dataset_gpt-4.1-mini:6,Why waste days when the code is working fine already?,No analogous cue span in DevGPT text.
85,9631,overconfidence bias,1,strong,0.9,"im almost sure i need to add a library, right?",augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5,I’m sure the errors are minor and won’t cause significant issues.,Strong alignment on overconfidence markers 'sure' and 'won’t cause significant issues'.
86,10532,overconfidence bias,1,weak,0.4,I want to fix it such that this is used as a rng generator. Current code issue is and will always be the same,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5,our current one and will significantly,Weak alignment on 'will' and overconfidence in certainty about code behavior.
87,15728,overconfidence bias,1,weak,0.4,Encryption is not a concern because,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5,I feel confident,Weak alignment on overconfidence markers.
88,15777,overconfidence bias,1,weak,0.6,how hard can it be to interpret the files?,augmented_dilemmas_dataset_gpt-4.1-mini:3,"differences, but I know my code-copying skills are sharp.",DevGPT shows overconfidence in interpreting files; PROBE shows overconfidence in code skills.
89,15875,overconfidence bias,1,weak,0.4,the receiver obviously knows the items it has,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:5,feel confident that client-side validation is sufficient,Weak alignment on overconfidence in certainty about knowledge.
90,18411,overconfidence bias,1,weak,0.6,I have confidence that it's going to allow me to do whatever I want in the future.,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:7,I have confidence in t…,Weak alignment on confidence markers.
91,19277,overconfidence bias,0,none,0.0,,,,No overconfidence cues found in the provided text.
92,23404,overconfidence bias,0,none,0.0,,augmented_dilemmas_dataset_gpt-4.1-mini:5,confident the contributor must have handled those details correctly,Weak alignment due to phrasing differences but both show overconfidence markers.
93,35007,overconfidence bias,1,weak,0.6,Im pretty sure,augmented_dilemmas_dataset_gpt-4.1-mini:3,given the solid test results,Weak alignment on confidence markers.
94,35009,overconfidence bias,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:3,feel confident that everything should be fine for,Strong alignment on overconfidence markers 'sure' and 'confident'.
95,35724,overconfidence bias,0,none,0.0,,augmented_dilemmas_dataset_gpt-4.1-mini:3,so I’m confident it will behave,Strong alignment on overconfidence markers 'confident' and 'confident it will behave'.
96,2171,overconfidence bias,0,none,0.0,,augmented_dilemmas_dataset_gpt-4o-mini:4,and I’m confident that,Strong alignment on overconfidence markers 'confident' and 'sure'
